R, F=Q^2/(2R^4) (Q=1), L=4 pi rho, L_F, kappa=1+2F L_FF/L_F
4.463997298610634115e-05,1.259140844205907680e+17,2.042218015628491656e+01,1.553101865273937603e-31,nan
4.465278404700979666e-05,1.257696455940205120e+17,2.042218015628491656e+01,1.556671200682195224e-31,nan
4.466559878451228254e-05,1.256253724564176320e+17,2.042218015628491656e+01,1.560248739129506934e-31,nan
4.467841719966893758e-05,1.254812648177165760e+17,2.042218015628491656e+01,1.563834499468081130e-31,nan
4.469123929353519193e-05,1.253373224880699520e+17,2.042218015628491656e+01,1.567428500593449541e-31,nan
4.470406506716678746e-05,1.251935452778480960e+17,2.042218015628491656e+01,1.571030761444571010e-31,nan
4.471689452161977096e-05,1.250499329976387840e+17,2.042218015628491656e+01,1.574641301003930684e-31,nan
4.472972765795048061e-05,1.249064854582472960e+17,2.042218015628491656e+01,1.578260138297637004e-31,nan
4.474256447721556629e-05,1.247632024706957280e+17,2.042218015628491656e+01,1.581887292395525930e-31,nan
4.475540498047198283e-05,1.246200838462230240e+17,2.042218015628491656e+01,1.585522782411259471e-31,nan
4.476824916877698320e-05,1.244771293962846880e+17,2.042218015628491656e+01,1.589166627502425743e-31,nan
4.478109704318811851e-05,1.243343389325525600e+17,2.042218015628491656e+01,1.592818846870640348e-31,nan
4.479394860476327195e-05,1.241917122669141920e+17,2.042218015628491656e+01,1.596479459761652780e-31,nan
4.480680385456059094e-05,1.240492492114734240e+17,2.042218015628491656e+01,1.600148485465435983e-31,nan
4.481966279363854819e-05,1.239069495785492960e+17,2.042218015628491656e+01,1.603825943316299327e-31,nan
4.483252542305591454e-05,1.237648131806762880e+17,2.042218015628491656e+01,1.607511852692984070e-31,nan
4.484539174387177257e-05,1.236228398306037920e+17,2.042218015628491656e+01,1.611206233018771087e-31,nan
4.485826175714550300e-05,1.234810293412960800e+17,2.042218015628491656e+01,1.614909103761576550e-31,nan
4.487113546393678470e-05,1.233393815259320320e+17,2.042218015628491656e+01,1.618620484434058556e-31,nan
4.488401286530560824e-05,1.231978961979047680e+17,2.042218015628491656e+01,1.622340394593719384e-31,nan
4.489689396231227593e-05,1.230565731708213440e+17,2.042218015628491656e+01,1.626068853843009709e-31,nan
4.490977875601737465e-05,1.229154122585029280e+17,2.042218015628491656e+01,1.629805881829428014e-31,nan
4.492266724748180979e-05,1.227744132749840320e+17,2.042218015628491656e+01,1.633551498245627434e-31,nan
4.493555943776678487e-05,1.226335760345125760e+17,2.042218015628491656e+01,1.637305722829519320e-31,nan
4.494845532793382192e-05,1.224929003515494240e+17,2.042218015628491656e+01,1.641068575364377686e-31,nan
4.496135491904472756e-05,1.223523860407684960e+17,2.042218015628491656e+01,1.644840075678939701e-31,nan
4.497425821216161334e-05,1.222120329170562720e+17,2.042218015628491656e+01,1.648620243647514293e-31,nan
4.498716520834691607e-05,1.220718407955114080e+17,2.042218015628491656e+01,1.652409099190085715e-31,nan
4.500007590866336396e-05,1.219318094914447680e+17,2.042218015628491656e+01,1.656206662272418202e-31,nan
4.501299031417399689e-05,1.217919388203789920e+17,2.042218015628491656e+01,1.660012952906161726e-31,nan
4.502590842594213937e-05,1.216522285980486240e+17,2.042218015628491656e+01,1.663827991148955341e-31,nan
4.503883024503144795e-05,1.215126786403992160e+17,2.042218015628491656e+01,1.667651797104536445e-31,nan
4.505175577250587732e-05,1.213732887635876320e+17,2.042218015628491656e+01,1.671484390922843241e-31,nan
4.506468500942966679e-05,1.212340587839816960e+17,2.042218015628491656e+01,1.675325792800123129e-31,nan
4.507761795686740123e-05,1.210949885181596000e+17,2.042218015628491656e+01,1.679176022979039765e-31,nan
4.509055461588400436e-05,1.209560777829095040e+17,2.042218015628491656e+01,1.683035101748799843e-31,nan
4.510349498754450152e-05,1.208173263952319360e+17,2.042218015628491656e+01,1.686903049445169508e-31,nan
4.511643907291443983e-05,1.206787341723350720e+17,2.042218015628491656e+01,1.690779886450717620e-31,nan
4.512938687305961713e-05,1.205403009316372960e+17,2.042218015628491656e+01,1.694665633194840052e-31,nan
4.514233838904611586e-05,1.204020264907666880e+17,2.042218015628491656e+01,1.698560310153877054e-31,nan
4.515529362194033018e-05,1.202639106675604800e+17,2.042218015628491656e+01,1.702463937851229731e-31,nan
4.516825257280896594e-05,1.201259532800648000e+17,2.042218015628491656e+01,1.706376536857466020e-31,nan
4.518121524271902716e-05,1.199881541465346080e+17,2.042218015628491656e+01,1.710298127790428851e-31,nan
4.519418163273782957e-05,1.198505130854332480e+17,2.042218015628491656e+01,1.714228731315344528e-31,nan
4.520715174393298704e-05,1.197130299154324000e+17,2.042218015628491656e+01,1.718168368144933082e-31,nan
4.522012557737243872e-05,1.195757044554116000e+17,2.042218015628491656e+01,1.722117059039516437e-31,nan
4.523310313412440834e-05,1.194385365244583200e+17,2.042218015628491656e+01,1.726074824807127440e-31,nan
4.524608441525744491e-05,1.193015259418673760e+17,2.042218015628491656e+01,1.730041686303621319e-31,nan
4.525906942184038204e-05,1.191646725271411680e+17,2.042218015628491656e+01,1.734017664432779677e-31,nan
4.527205815494237859e-05,1.190279760999888800e+17,2.042218015628491656e+01,1.738002780146430919e-31,nan
4.528505061563289837e-05,1.188914364803265600e+17,2.042218015628491656e+01,1.741997054444551848e-31,nan
4.529804680498170333e-05,1.187550534882769120e+17,2.042218015628491656e+01,1.746000508375381297e-31,nan
4.531104672405886712e-05,1.186188269441689760e+17,2.042218015628491656e+01,1.750013163035532240e-31,nan
4.532405037393477513e-05,1.184827566685377920e+17,2.042218015628491656e+01,1.754035039570100165e-31,nan
4.533705775568011088e-05,1.183468424821244000e+17,2.042218015628491656e+01,1.758066159172779125e-31,nan
4.535006887036586960e-05,1.182110842058754240e+17,2.042218015628491656e+01,1.762106543085966179e-31,nan
4.536308371906335824e-05,1.180754816609427840e+17,2.042218015628491656e+01,1.766156212600882687e-31,nan
4.537610230284418189e-05,1.179400346686837600e+17,2.042218015628491656e+01,1.770215189057676785e-31,nan
4.538912462278027091e-05,1.178047430506602720e+17,2.042218015628491656e+01,1.774283493845544242e-31,nan
4.540215067994383350e-05,1.176696066286393120e+17,2.042218015628491656e+01,1.778361148402834219e-31,nan
4.541518047540740987e-05,1.175346252245920000e+17,2.042218015628491656e+01,1.782448174217167283e-31,nan
4.542821401024384518e-05,1.173997986606938240e+17,2.042218015628491656e+01,1.786544592825547072e-31,nan
4.544125128552628951e-05,1.172651267593241440e+17,2.042218015628491656e+01,1.790650425814473712e-31,nan
4.545429230232818433e-05,1.171306093430663360e+17,2.042218015628491656e+01,1.794765694820054173e-31,nan
4.546733706172330992e-05,1.169962462347069760e+17,2.042218015628491656e+01,1.798890421528123564e-31,nan
4.548038556478573794e-05,1.168620372572360960e+17,2.042218015628491656e+01,1.803024627674353080e-31,nan
4.549343781258983820e-05,1.167279822338468160e+17,2.042218015628491656e+01,1.807168335044367141e-31,nan
4.550649380621030578e-05,1.165940809879349920e+17,2.042218015628491656e+01,1.811321565473858123e-31,nan
4.551955354672214746e-05,1.164603333430989920e+17,2.042218015628491656e+01,1.815484340848701748e-31,nan
4.553261703520066140e-05,1.163267391231396960e+17,2.042218015628491656e+01,1.819656683105071372e-31,nan
4.554568427272146424e-05,1.161932981520600480e+17,2.042218015628491656e+01,1.823838614229552724e-31,nan
4.555875526036048435e-05,1.160600102540648000e+17,2.042218015628491656e+01,1.828030156259263668e-31,nan
4.557182999919394146e-05,1.159268752535605760e+17,2.042218015628491656e+01,1.832231331281964117e-31,nan
4.558490849029838733e-05,1.157938929751552160e+17,2.042218015628491656e+01,1.836442161436179089e-31,nan
4.559799073475067868e-05,1.156610632436577280e+17,2.042218015628491656e+01,1.840662668911312558e-31,nan
4.561107673362796357e-05,1.155283858840782880e+17,2.042218015628491656e+01,1.844892875947761750e-31,nan
4.562416648800770181e-05,1.153958607216278240e+17,2.042218015628491656e+01,1.849132804837035813e-31,nan
4.563725999896769877e-05,1.152634875817173760e+17,2.042218015628491656e+01,1.853382477921880843e-31,nan
4.565035726758601733e-05,1.151312662899587520e+17,2.042218015628491656e+01,1.857641917596382130e-31,nan
4.566345829494106596e-05,1.149991966721634720e+17,2.042218015628491656e+01,1.861911146306097944e-31,nan
4.567656308211155128e-05,1.148672785543429600e+17,2.042218015628491656e+01,1.866190186548168568e-31,nan
4.568967163017647806e-05,1.147355117627084000e+17,2.042218015628491656e+01,1.870479060871433660e-31,nan
4.570278394021517636e-05,1.146038961236701120e+17,2.042218015628491656e+01,1.874777791876559025e-31,nan
4.571590001330728790e-05,1.144724314638375040e+17,2.042218015628491656e+01,1.879086402216153102e-31,nan
4.572901985053274583e-05,1.143411176100192000e+17,2.042218015628491656e+01,1.883404914594875994e-31,nan
4.574214345297182208e-05,1.142099543892220480e+17,2.042218015628491656e+01,1.887733351769577857e-31,nan
4.575527082170505964e-05,1.140789416286518080e+17,2.042218015628491656e+01,1.892071736549401142e-31,nan
4.576840195781336064e-05,1.139480791557120000e+17,2.042218015628491656e+01,1.896420091795913724e-31,nan
4.578153686237787794e-05,1.138173667980046400e+17,2.042218015628491656e+01,1.900778440423215090e-31,nan
4.579467553648012353e-05,1.136868043833290880e+17,2.042218015628491656e+01,1.905146805398076035e-31,nan
4.580781798120199565e-05,1.135563917396814720e+17,2.042218015628491656e+01,1.909525209740074411e-31,nan
4.582096419762542644e-05,1.134261286952579360e+17,2.042218015628491656e+01,1.913913676521602787e-31,nan
4.583411418683293754e-05,1.132960150784489920e+17,2.042218015628491656e+01,1.918312228868169297e-31,nan
4.584726794990726068e-05,1.131660507178429600e+17,2.042218015628491656e+01,1.922720889958396760e-31,nan
4.586042548793144608e-05,1.130362354422247360e+17,2.042218015628491656e+01,1.927139683024178573e-31,nan
4.587358680198885564e-05,1.129065690805756320e+17,2.042218015628491656e+01,1.931568631350799358e-31,nan
4.588675189316315621e-05,1.127770514620731520e+17,2.042218015628491656e+01,1.936007758277058668e-31,nan
4.589992076253832635e-05,1.126476824160907680e+17,2.042218015628491656e+01,1.940457087195391631e-31,nan
4.591309341119865632e-05,1.125184617721976960e+17,2.042218015628491656e+01,1.944916641551994408e-31,nan
4.592626984022875488e-05,1.123893893601585440e+17,2.042218015628491656e+01,1.949386444846948780e-31,nan
4.593945005071352892e-05,1.122604650099333600e+17,2.042218015628491656e+01,1.953866520634342352e-31,nan
4.595263404373821738e-05,1.121316885516770560e+17,2.042218015628491656e+01,1.958356892522395546e-31,nan
4.596582182038834382e-05,1.120030598157396000e+17,2.042218015628491656e+01,1.962857584173584868e-31,nan
4.597901338174976380e-05,1.118745786326654080e+17,2.042218015628491656e+01,1.967368619304768813e-31,nan
4.599220872890863785e-05,1.117462448331932960e+17,2.042218015628491656e+01,1.971890021687310691e-31,nan
4.600540786295143140e-05,1.116180582482564000e+17,2.042218015628491656e+01,1.976421815147204747e-31,nan
4.601861078496494195e-05,1.114900187089815040e+17,2.042218015628491656e+01,1.980964023565204247e-31,nan
4.603181749603625156e-05,1.113621260466894240e+17,2.042218015628491656e+01,1.985516670876942562e-31,nan
4.604502799725278115e-05,1.112343800928941920e+17,2.042218015628491656e+01,1.990079781073065410e-31,nan
4.605824228970223621e-05,1.111067806793034080e+17,2.042218015628491656e+01,1.994653378199349534e-31,nan
4.607146037447264750e-05,1.109793276378175520e+17,2.042218015628491656e+01,1.999237486356833196e-31,nan
4.608468225265237105e-05,1.108520208005298880e+17,2.042218015628491656e+01,2.003832129701949736e-31,nan
4.609790792533006103e-05,1.107248599997263200e+17,2.042218015628491656e+01,2.008437332446643620e-31,nan
4.611113739359468333e-05,1.105978450678852000e+17,2.042218015628491656e+01,2.013053118858505752e-31,nan
4.612437065853552232e-05,1.104709758376770400e+17,2.042218015628491656e+01,2.017679513260896526e-31,nan
4.613760772124217408e-05,1.103442521419642560e+17,2.042218015628491656e+01,2.022316540033077196e-31,nan
4.615084858280453284e-05,1.102176738138010720e+17,2.042218015628491656e+01,2.026964223610336431e-31,nan
4.616409324431282487e-05,1.100912406864331680e+17,2.042218015628491656e+01,2.031622588484121251e-31,nan
4.617734170685759492e-05,1.099649525932973440e+17,2.042218015628491656e+01,2.036291659202168398e-31,nan
4.619059397152966559e-05,1.098388093680218720e+17,2.042218015628491656e+01,2.040971460368620817e-31,nan
4.620385003942021181e-05,1.097128108444254720e+17,2.042218015628491656e+01,2.045662016644175671e-31,nan
4.621710991162071347e-05,1.095869568565175360e+17,2.042218015628491656e+01,2.050363352746203009e-31,nan
4.623037358922292827e-05,1.094612472384983040e+17,2.042218015628491656e+01,2.055075493448873203e-31,nan
4.624364107331897306e-05,1.093356818247576800e+17,2.042218015628491656e+01,2.059798463583298824e-31,nan
4.625691236500125607e-05,1.092102604498757600e+17,2.042218015628491656e+01,2.064532288037656383e-31,nan
4.627018746536250401e-05,1.090849829486224320e+17,2.042218015628491656e+01,2.069276991757321641e-31,nan
4.628346637549574853e-05,1.089598491559570880e+17,2.042218015628491656e+01,2.074032599744997918e-31,nan
4.629674909649434653e-05,1.088348589070284160e+17,2.042218015628491656e+01,2.078799137060851406e-31,nan
4.631003562945197339e-05,1.087100120371741440e+17,2.042218015628491656e+01,2.083576628822642977e-31,nan
4.632332597546259589e-05,1.085853083819210880e+17,2.042218015628491656e+01,2.088365100205852547e-31,nan
4.633662013562050606e-05,1.084607477769846400e+17,2.042218015628491656e+01,2.093164576443825778e-31,nan
4.634991811102032118e-05,1.083363300582685280e+17,2.042218015628491656e+01,2.097975082827895377e-31,nan
4.636321990275696348e-05,1.082120550618648320e+17,2.042218015628491656e+01,2.102796644707520785e-31,nan
4.637652551192566688e-05,1.080879226240536320e+17,2.042218015628491656e+01,2.107629287490418239e-31,nan
4.638983493962197703e-05,1.079639325813028640e+17,2.042218015628491656e+01,2.112473036642694330e-31,nan
4.640314818694177160e-05,1.078400847702679360e+17,2.042218015628491656e+01,2.117327917688986573e-31,nan
4.641646525498121964e-05,1.077163790277917600e+17,2.042218015628491656e+01,2.122193956212588647e-31,nan
4.642978614483680869e-05,1.075928151909044320e+17,2.042218015628491656e+01,2.127071177855588772e-31,nan
4.644311085760537188e-05,1.074693930968227040e+17,2.042218015628491656e+01,2.131959608319013346e-31,nan
4.645643939438400661e-05,1.073461125829505120e+17,2.042218015628491656e+01,2.136859273362944301e-31,nan
4.646977175627016942e-05,1.072229734868778880e+17,2.042218015628491656e+01,2.141770198806674557e-31,nan
4.648310794436160147e-05,1.070999756463814880e+17,2.042218015628491301e+01,2.146692410528828451e-31,nan
4.649644795975637593e-05,1.069771188994238560e+17,2.042218015628491301e+01,2.151625934467508872e-31,nan
4.650979180355287770e-05,1.068544030841534880e+17,2.042218015628491301e+01,2.156570796620426002e-31,nan
4.652313947684981693e-05,1.067318280389044000e+17,2.042218015628491301e+01,2.161527023045044896e-31,nan
4.653649098074618838e-05,1.066093936021964160e+17,2.042218015628491301e+01,2.166494639858703710e-31,nan
4.654984631634132561e-05,1.064870996127342880e+17,2.042218015628491301e+01,2.171473673238773543e-31,nan
4.656320548473488069e-05,1.063649459094078560e+17,2.042218015628491301e+01,2.176464149422783234e-31,nan
4.657656848702681059e-05,1.062429323312918080e+17,2.042218015628491301e+01,2.181466094708559497e-31,nan
4.658993532431739755e-05,1.061210587176453920e+17,2.042218015628491301e+01,2.186479535454369239e-31,nan
4.660330599770722199e-05,1.059993249079123360e+17,2.042218015628491301e+01,2.191504498079052679e-31,nan
4.661668050829719635e-05,1.058777307417204800e+17,2.042218015628491301e+01,2.196541009062168303e-31,nan
4.663005885718863285e-05,1.057562760588808160e+17,2.042218015628491301e+01,2.201589094944159261e-31,nan
4.664344104548290472e-05,1.056349606993904160e+17,2.042218015628491301e+01,2.206648782326373076e-31,nan
4.665682707428194084e-05,1.055137845034277600e+17,2.042218015628491301e+01,2.211720097871380438e-31,nan
4.667021694468792759e-05,1.053927473113551360e+17,2.042218015628491301e+01,2.216803068303004546e-31,nan
4.668361065780334950e-05,1.052718489637181600e+17,2.042218015628491301e+01,2.221897720406480065e-31,nan
4.669700821473100281e-05,1.051510893012453920e+17,2.042218015628491301e+01,2.227004081028598951e-31,nan
4.671040961657401579e-05,1.050304681648479360e+17,2.042218015628491301e+01,2.232122177077854082e-31,nan
4.672381486443582843e-05,1.049099853956195040e+17,2.042218015628491301e+01,2.237252035524580266e-31,nan
4.673722395942019243e-05,1.047896408348360480e+17,2.042218015628491301e+01,2.242393683401093492e-31,nan
4.675063690263117795e-05,1.046694343239556320e+17,2.042218015628491301e+01,2.247547147801836756e-31,nan
4.676405369517317367e-05,1.045493657046181600e+17,2.042218015628491301e+01,2.252712455883519749e-31,nan
4.677747433815088673e-05,1.044294348186451840e+17,2.042218015628491301e+01,2.257889634865266436e-31,nan
4.679089883266934275e-05,1.043096415080396800e+17,2.042218015628491301e+01,2.263078712028754744e-31,nan
4.680432717983387908e-05,1.041899856149859360e+17,2.042218015628491301e+01,2.268279714718359760e-31,nan
4.681775938075014476e-05,1.040704669818493120e+17,2.042218015628491301e+01,2.273492670341298236e-31,nan
4.683119543652412088e-05,1.039510854511758720e+17,2.042218015628491301e+01,2.278717606367777920e-31,nan
4.684463534826209345e-05,1.038318408656924000e+17,2.042218015628491301e+01,2.283954550331135930e-31,nan
4.685807911707068731e-05,1.037127330683058720e+17,2.042218015628491301e+01,2.289203529827990710e-31,nan
4.687152674405680510e-05,1.035937619021038560e+17,2.042218015628491301e+01,2.294464572518376028e-31,nan
4.688497823032770863e-05,1.034749272103535840e+17,2.042218015628491301e+01,2.299737706125899058e-31,nan
4.689843357699095106e-05,1.033562288365022560e+17,2.042218015628491301e+01,2.305022958437879202e-31,nan
4.691189278515442440e-05,1.032376666241764960e+17,2.042218015628491301e+01,2.310320357305498722e-31,nan
4.692535585592629845e-05,1.031192404171826400e+17,2.042218015628491301e+01,2.315629930643942439e-31,nan
4.693882279041512251e-05,1.030009500595056800e+17,2.042218015628491301e+01,2.320951706432559752e-31,nan
4.695229358972971014e-05,1.028827953953100640e+17,2.042218015628491301e+01,2.326285712714989446e-31,nan
4.696576825497922049e-05,1.027647762689387040e+17,2.042218015628491301e+01,2.331631977599330472e-31,nan
4.697924678727313119e-05,1.026468925249131520e+17,2.042218015628491301e+01,2.336990529258274634e-31,nan
4.699272918772120448e-05,1.025291440079335360e+17,2.042218015628491301e+01,2.342361395929257668e-31,nan
4.700621545743357529e-05,1.024115305628776640e+17,2.042218015628491301e+01,2.347744605914619950e-31,nan
4.701970559752065640e-05,1.022940520348016960e+17,2.042218015628491301e+01,2.353140187581735678e-31,nan
4.703319960909319936e-05,1.021767082689393120e+17,2.042218015628491301e+01,2.358548169363181471e-31,nan
4.704669749326226069e-05,1.020594991107018720e+17,2.042218015628491301e+01,2.363968579756870802e-31,nan
4.706019925113922892e-05,1.019424244056779200e+17,2.042218015628491301e+01,2.369401447326216020e-31,nan
4.707370488383579753e-05,1.018254839996332960e+17,2.042218015628491301e+01,2.374846800700269365e-31,nan
4.708721439246399203e-05,1.017086777385106080e+17,2.042218015628491301e+01,2.380304668573882794e-31,nan
4.710072777813614287e-05,1.015920054684293280e+17,2.042218015628491301e+01,2.385775079707848992e-31,nan
4.711424504196492607e-05,1.014754670356852480e+17,2.042218015628491301e+01,2.391258062929068213e-31,nan
4.712776618506330905e-05,1.013590622867506560e+17,2.042218015628491301e+01,2.396753647130681841e-31,nan
4.714129120854458448e-05,1.012427910682739840e+17,2.042218015628491301e+01,2.402261861272234415e-31,nan
4.715482011352237706e-05,1.011266532270794080e+17,2.042218015628491301e+01,2.407782734379829085e-31,nan
4.716835290111061644e-05,1.010106486101669600e+17,2.042218015628491301e+01,2.413316295546273873e-31,nan
4.718188957242356430e-05,1.008947770647120480e+17,2.042218015628491301e+01,2.418862573931238885e-31,nan
4.719543012857580080e-05,1.007790384380654720e+17,2.042218015628491301e+01,2.424421598761410883e-31,nan
4.720897457068220425e-05,1.006634325777532640e+17,2.042218015628491301e+01,2.429993399330638679e-31,nan
4.722252289985800534e-05,1.005479593314760960e+17,2.042218015628491301e+01,2.435578005000102159e-31,nan
4.723607511721873969e-05,1.004326185471095040e+17,2.042218015628491301e+01,2.441175445198453733e-31,nan
4.724963122388026139e-05,1.003174100727034720e+17,2.042218015628491301e+01,2.446785749421983422e-31,nan
4.726319122095874303e-05,1.002023337564824000e+17,2.042218015628491301e+01,2.452408947234763804e-31,nan
4.727675510957067567e-05,1.000873894468447360e+17,2.042218015628491301e+01,2.458045068268813355e-31,nan
4.729032289083288243e-05,9.997257699236276800e+16,2.042218015628491301e+01,2.463694142224252780e-31,nan
4.730389456586250489e-05,9.985789624178249600e+16,2.042218015628491301e+01,2.469356198869460033e-31,nan
4.731747013577700312e-05,9.974334704402344000e+16,2.042218015628491301e+01,2.475031268041225335e-31,nan
4.733104960169413536e-05,9.962892924817865600e+16,2.042218015628491301e+01,2.480719379644905316e-31,nan
4.734463296473203253e-05,9.951464270351380800e+16,2.042218015628491301e+01,2.486420563654595550e-31,nan
4.735822022600916437e-05,9.940048725946736000e+16,2.042218015628491301e+01,2.492134850113300903e-31,nan
4.737181138664412936e-05,9.928646276565211200e+16,2.042218015628491301e+01,2.497862269132975378e-31,nan
4.738540644775606809e-05,9.917256907185150400e+16,2.042218015628491301e+01,2.503602850894878136e-31,nan
4.739900541046436510e-05,9.905880602802190400e+16,2.042218015628491301e+01,2.509356625649594513e-31,nan
4.741260827588870985e-05,9.894517348429203200e+16,2.042218015628491301e+01,2.515123623717228702e-31,nan
4.742621504514915094e-05,9.883167129096212800e+16,2.042218015628491301e+01,2.520903875487576721e-31,nan
4.743982571936602159e-05,9.871829929850446400e+16,2.042218015628491301e+01,2.526697411420266547e-31,nan
4.745344029965999381e-05,9.860505735756275200e+16,2.042218015628491301e+01,2.532504262044931962e-31,nan
4.746705878715206490e-05,9.849194531895196800e+16,2.042218015628491301e+01,2.538324457961371075e-31,nan
4.748068118296353029e-05,9.837896303365840000e+16,2.042218015628491301e+01,2.544158029839702659e-31,nan
4.749430748821603779e-05,9.826611035283907200e+16,2.042218015628491301e+01,2.550005008420536050e-31,nan
4.750793770403154690e-05,9.815338712782176000e+16,2.042218015628491301e+01,2.555865424515127048e-31,nan
4.752157183153232208e-05,9.804079321010500800e+16,2.042218015628491301e+01,2.561739309005538190e-31,nan
4.753520987184098014e-05,9.792832845135737600e+16,2.042218015628491301e+01,2.567626692844813033e-31,nan
4.754885182608042926e-05,9.781599270341792000e+16,2.042218015628491301e+01,2.573527607057121103e-31,nan
4.756249769537391646e-05,9.770378581829542400e+16,2.042218015628491301e+01,2.579442082737940503e-31,nan
4.757614748084502076e-05,9.759170764816844800e+16,2.042218015628491301e+01,2.585370151054209426e-31,nan
4.758980118361761259e-05,9.747975804538532800e+16,2.042218015628490946e+01,2.591311843244490371e-31,nan
4.760345880481591473e-05,9.736793686246350400e+16,2.042218015628490946e+01,2.597267190619144867e-31,nan
4.761712034556445490e-05,9.725624395208980800e+16,2.042218015628490946e+01,2.603236224560486740e-31,nan
4.763078580698809964e-05,9.714467916711987200e+16,2.042218015628490946e+01,2.609218976522955962e-31,nan
4.764445519021202717e-05,9.703324236057824000e+16,2.042218015628490946e+01,2.615215478033279799e-31,nan
4.765812849636174100e-05,9.692193338565803200e+16,2.042218015628490946e+01,2.621225760690639217e-31,nan
4.767180572656305634e-05,9.681075209572084800e+16,2.042218015628490946e+01,2.627249856166835724e-31,nan
4.768548688194213398e-05,9.669969834429633600e+16,2.042218015628490946e+01,2.633287796206462151e-31,nan
4.769917196362543965e-05,9.658877198508227200e+16,2.042218015628490946e+01,2.639339612627065118e-31,nan
4.771286097273977789e-05,9.647797287194422400e+16,2.042218015628490946e+01,2.645405337319311435e-31,nan
4.772655391041225818e-05,9.636730085891545600e+16,2.042218015628490946e+01,2.651485002247164582e-31,nan
4.774025077777032202e-05,9.625675580019662400e+16,2.042218015628490946e+01,2.657578639448041038e-31,nan
4.775395157594174297e-05,9.614633755015558400e+16,2.042218015628490946e+01,2.663686281032991574e-31,nan
4.776765630605459950e-05,9.603604596332740800e+16,2.042218015628490946e+01,2.669807959186859341e-31,nan
4.778136496923732245e-05,9.592588089441374400e+16,2.042218015628490946e+01,2.675943706168462033e-31,nan
4.779507756661863406e-05,9.581584219828328000e+16,2.042218015628490946e+01,2.682093554310743845e-31,nan
4.780879409932760213e-05,9.570592972997088000e+16,2.042218015628490946e+01,2.688257536020966836e-31,nan
4.782251456849360619e-05,9.559614334467792000e+16,2.042218015628490946e+01,2.694435683780864194e-31,nan
4.783623897524637135e-05,9.548648289777166400e+16,2.042218015628490946e+01,2.700628030146824162e-31,nan
4.784996732071590731e-05,9.537694824478555200e+16,2.042218015628490946e+01,2.706834607750048117e-31,nan
4.786369960603258295e-05,9.526753924141856000e+16,2.042218015628490946e+01,2.713055449296738430e-31,nan
4.787743583232708560e-05,9.515825574353516800e+16,2.042218015628490946e+01,2.719290587568260499e-31,nan
4.789117600073041430e-05,9.504909760716532800e+16,2.042218015628490946e+01,2.725540055421314839e-31,nan
4.790492011237391370e-05,9.494006468850398400e+16,2.042218015628490946e+01,2.731803885788119252e-31,nan
4.791866816838921981e-05,9.483115684391128000e+16,2.042218015628490946e+01,2.738082111676566476e-31,nan
4.793242016990832102e-05,9.472237392991195200e+16,2.042218015628490946e+01,2.744374766170415984e-31,nan
4.794617611806353098e-05,9.461371580319526400e+16,2.042218015628490946e+01,2.750681882429461267e-31,nan
4.795993601398746824e-05,9.450518232061508800e+16,2.042218015628490946e+01,2.757003493689694922e-31,nan
4.797369985881310377e-05,9.439677333918923200e+16,2.042218015628490946e+01,2.763339633263504837e-31,nan
4.798746765367369987e-05,9.428848871609985600e+16,2.042218015628490946e+01,2.769690334539823513e-31,nan
4.800123939970287124e-05,9.418032830869268800e+16,2.042218015628490946e+01,2.776055630984326438e-31,nan
4.801501509803455105e-05,9.407229197447712000e+16,2.042218015628490946e+01,2.782435556139602432e-31,nan
4.802879474980299772e-05,9.396437957112609600e+16,2.042218015628490946e+01,2.788830143625320050e-31,nan
4.804257835614278140e-05,9.385659095647584000e+16,2.042218015628490946e+01,2.795239427138414130e-31,nan
4.805636591818883137e-05,9.374892598852545600e+16,2.042218015628490946e+01,2.801663440453269278e-31,nan
4.807015743707636151e-05,9.364138452543723200e+16,2.042218015628490946e+01,2.808102217421878825e-31,nan
4.808395291394093130e-05,9.353396642553600000e+16,2.042218015628490946e+01,2.814555791974041884e-31,nan
4.809775234991843902e-05,9.342667154730904000e+16,2.042218015628490946e+01,2.821024198117535889e-31,nan
4.811155574614508790e-05,9.331949974940611200e+16,2.042218015628490946e+01,2.827507469938290002e-31,nan
4.812536310375741997e-05,9.321245089063899200e+16,2.042218015628490946e+01,2.834005641600576040e-31,nan
4.813917442389228896e-05,9.310552482998158400e+16,2.042218015628490946e+01,2.840518747347171817e-31,nan
4.815298970768689421e-05,9.299872142656939200e+16,2.042218015628490946e+01,2.847046821499563889e-31,nan
4.816680895627874676e-05,9.289204053969960000e+16,2.042218015628490946e+01,2.853589898458106520e-31,nan
4.818063217080569645e-05,9.278548202883073600e+16,2.042218015628490946e+01,2.860148012702222239e-31,nan
4.819445935240589807e-05,9.267904575358268800e+16,2.042218015628490946e+01,2.866721198790563428e-31,nan
4.820829050221795363e-05,9.257273157373547200e+16,2.042218015628490946e+01,2.873309491361254482e-31,nan
4.822212562138049227e-05,9.246653934923224000e+16,2.042218015628490946e+01,2.879912925131896632e-31,nan
4.823596471103275973e-05,9.236046894017459200e+16,2.042218015628490946e+01,2.886531534900006719e-31,nan
4.824980777231423895e-05,9.225452020682524800e+16,2.042218015628490946e+01,2.893165355543029899e-31,nan
4.826365480636471102e-05,9.214869300960752000e+16,2.042218015628490946e+01,2.899814422018563846e-31,nan
