# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
2.954500691989e-01,1.128334356628e-01,6.558532904413e-01,2.361928635271e-01,2.049680487432e+00
2.961826553866e-01,1.133604419066e-01,6.525280405012e-01,2.345234277229e-01,2.055328802811e+00
2.969170580657e-01,1.138886825230e-01,6.492105895306e-01,2.328586086298e-01,2.060952118519e+00
2.976532817403e-01,1.144181529030e-01,6.459010172909e-01,2.311984451576e-01,2.066550284576e+00
2.983913309258e-01,1.149488488263e-01,6.425994440972e-01,2.295429731844e-01,2.072123271914e+00
2.991312101486e-01,1.154807655014e-01,6.393059317032e-01,2.278922320140e-01,2.077670892905e+00
2.998729239463e-01,1.160138985397e-01,6.360205821432e-01,2.262462578281e-01,2.083193080769e+00
3.006164768679e-01,1.165482436242e-01,6.327434982888e-01,2.246050859321e-01,2.088689780310e+00
3.013618734736e-01,1.170837956775e-01,6.294747265863e-01,2.229687562799e-01,2.094160775139e+00
3.021091183350e-01,1.176205506687e-01,6.262143898155e-01,2.213373014559e-01,2.099606083276e+00
3.028582160348e-01,1.181585039602e-01,6.229625644857e-01,2.197107576792e-01,2.105025592300e+00
3.036091711674e-01,1.186976506141e-01,6.197193113557e-01,2.180891627369e-01,2.110419146046e+00
3.043619883384e-01,1.192379866074e-01,6.164847435345e-01,2.164725479790e-01,2.115786758810e+00
3.051166721647e-01,1.197795069816e-01,6.132589196869e-01,2.148609505225e-01,2.121128281462e+00
3.058732272749e-01,1.203222071801e-01,6.100419210983e-01,2.132544044335e-01,2.126443642455e+00
3.066316583089e-01,1.208660830210e-01,6.068338442301e-01,2.116529409416e-01,2.131732828258e+00
3.073919699182e-01,1.214111291989e-01,6.036347331670e-01,2.100565982174e-01,2.136995659873e+00
3.081541667658e-01,1.219573416749e-01,6.004446882687e-01,2.084654057749e-01,2.142232151495e+00
3.089182535263e-01,1.225047159340e-01,5.972637857576e-01,2.068793958553e-01,2.147442245896e+00
3.096842348857e-01,1.230532466002e-01,5.940920687684e-01,2.052986058808e-01,2.152625778083e+00
3.104521155419e-01,1.236029299505e-01,5.909296423816e-01,2.037230621878e-01,2.157782804256e+00
3.112219002044e-01,1.241537609642e-01,5.877765612218e-01,2.021527991274e-01,2.162913213415e+00
3.119935935941e-01,1.247057348059e-01,5.846328873174e-01,2.005878494537e-01,2.168016926027e+00
3.127672004439e-01,1.252588475312e-01,5.814987099359e-01,1.990282398318e-01,2.173093968819e+00
3.135427254984e-01,1.258130937112e-01,5.783740698792e-01,1.974740060627e-01,2.178144199824e+00
3.143201735138e-01,1.263684691865e-01,5.752590466959e-01,1.959251754421e-01,2.183167625658e+00
3.150995492582e-01,1.269249697298e-01,5.721537145579e-01,1.943817753555e-01,2.188164242706e+00
3.158808575116e-01,1.274825894433e-01,5.690581011229e-01,1.928438434189e-01,2.193133877420e+00
3.166641030657e-01,1.280413249778e-01,5.659723021285e-01,1.913114007039e-01,2.198076623012e+00
3.174492907242e-01,1.286011713611e-01,5.628963676459e-01,1.897844782220e-01,2.202992406360e+00
3.182364253027e-01,1.291621233684e-01,5.598303419953e-01,1.882631081874e-01,2.207881136971e+00
3.190255116286e-01,1.297241773919e-01,5.567743066772e-01,1.867473122783e-01,2.212742879704e+00
3.198165545414e-01,1.302873279812e-01,5.537282984840e-01,1.852371233999e-01,2.217577528480e+00
3.206095588926e-01,1.308515707441e-01,5.506923778157e-01,1.837325674505e-01,2.222385078857e+00
3.214045295458e-01,1.314169017266e-01,5.476666119324e-01,1.822336672581e-01,2.227165563891e+00
3.222014713764e-01,1.319833149494e-01,5.446510252498e-01,1.807404579154e-01,2.231918844940e+00
3.230003892721e-01,1.325508069844e-01,5.416456929982e-01,1.792529582820e-01,2.236645003682e+00
3.238012881328e-01,1.331193731902e-01,5.386506637266e-01,1.777711944395e-01,2.241344018243e+00
3.246041728702e-01,1.336890078420e-01,5.356659656252e-01,1.762951987959e-01,2.246015784396e+00
3.254090484086e-01,1.342597077638e-01,5.326916720513e-01,1.748249876858e-01,2.250660402384e+00
3.262159196842e-01,1.348314675837e-01,5.297278152458e-01,1.733605906528e-01,2.255277800150e+00
3.270247916456e-01,1.354042825633e-01,5.267744381486e-01,1.719020329807e-01,2.259867958963e+00
3.278356692535e-01,1.359781491175e-01,5.238316007487e-01,1.704493325748e-01,2.264430945853e+00
3.286485574812e-01,1.365530612850e-01,5.208993236900e-01,1.690025215290e-01,2.268966655208e+00
3.294634613141e-01,1.371290154437e-01,5.179776634941e-01,1.675616173234e-01,2.273475153525e+00
3.302803857499e-01,1.377060074470e-01,5.150666661397e-01,1.661266403432e-01,2.277956467766e+00
3.310993357990e-01,1.382840309623e-01,5.121663452707e-01,1.646976238799e-01,2.282410477330e+00
3.319203164839e-01,1.388630833354e-01,5.092767659045e-01,1.632745786311e-01,2.286837314571e+00
3.327433328396e-01,1.394431593690e-01,5.063979553594e-01,1.618575303737e-01,2.291236938934e+00
3.335683899139e-01,1.400242538676e-01,5.035299408047e-01,1.604465045159e-01,2.295609314348e+00
3.343954927667e-01,1.406063637051e-01,5.006727747693e-01,1.590415137370e-01,2.299954538592e+00
3.352246464707e-01,1.411894830352e-01,4.978264737595e-01,1.576425867153e-01,2.304272536545e+00
3.360558561111e-01,1.417736079270e-01,4.949910773814e-01,1.562497403400e-01,2.308563356111e+00
3.368891267857e-01,1.423587347230e-01,4.921666263347e-01,1.548629896060e-01,2.312827060039e+00
3.377244636050e-01,1.429448568703e-01,4.893531269267e-01,1.534823663973e-01,2.317063538330e+00
3.385618716921e-01,1.435319718283e-01,4.865506301565e-01,1.521078784746e-01,2.321272922166e+00
3.394013561828e-01,1.441200748311e-01,4.837591600839e-01,1.507395465239e-01,2.325455209267e+00
3.402429222257e-01,1.447091601174e-01,4.809787297752e-01,1.493773967685e-01,2.329610343265e+00
3.410865749822e-01,1.452992251054e-01,4.782093842620e-01,1.480214364166e-01,2.333738449012e+00
3.419323196263e-01,1.458902641570e-01,4.754511356947e-01,1.466716903720e-01,2.337839478767e+00
3.427801613451e-01,1.464822729202e-01,4.727040085287e-01,1.453281756717e-01,2.341913458560e+00
3.436301053383e-01,1.470752482202e-01,4.699680368225e-01,1.439909022211e-01,2.345960476964e+00
3.444821568187e-01,1.476691836545e-01,4.672432232880e-01,1.426598984503e-01,2.349980450349e+00
3.453363210119e-01,1.482640764033e-01,4.645296028013e-01,1.413351716445e-01,2.353973486246e+00
3.461926031565e-01,1.488599223780e-01,4.618271968195e-01,1.400167362287e-01,2.357939623219e+00
3.470510085041e-01,1.494567151454e-01,4.591360059324e-01,1.387046198791e-01,2.361878781630e+00
3.479115423193e-01,1.500544527492e-01,4.564560677682e-01,1.373988241443e-01,2.365791109373e+00
3.487742098798e-01,1.506531298479e-01,4.537873900338e-01,1.360993698484e-01,2.369676582462e+00
3.496390164763e-01,1.512527415594e-01,4.511299837495e-01,1.348062748616e-01,2.373535201818e+00
3.505059674126e-01,1.518532852728e-01,4.484838764160e-01,1.335195437968e-01,2.377367077813e+00
3.513750680059e-01,1.524547548261e-01,4.458490670520e-01,1.322392013110e-01,2.381172149486e+00
3.522463235863e-01,1.530571470071e-01,4.432255762122e-01,1.309652549457e-01,2.384950497265e+00
3.531197394972e-01,1.536604584939e-01,4.406134218632e-01,1.296977126641e-01,2.388702193684e+00
3.539953210953e-01,1.542646822504e-01,4.380125948832e-01,1.284366032123e-01,2.392427140536e+00
3.548730737506e-01,1.548698168507e-01,4.354231245065e-01,1.271819233062e-01,2.396125496645e+00
3.557530028463e-01,1.554758573919e-01,4.328450144180e-01,1.259336891158e-01,2.399797260331e+00
3.566351137790e-01,1.560827983562e-01,4.302782638556e-01,1.246919199722e-01,2.403442404076e+00
3.575194119587e-01,1.566906377731e-01,4.277228939488e-01,1.234566150429e-01,2.407061055742e+00
3.584059028089e-01,1.572993698069e-01,4.251789000307e-01,1.222277949433e-01,2.410653172885e+00
3.592945917664e-01,1.579089907440e-01,4.226462900656e-01,1.210054681444e-01,2.414218805341e+00
3.601854842815e-01,1.585194978439e-01,4.201250764490e-01,1.197896374965e-01,2.417758041886e+00
3.610785858181e-01,1.591308843432e-01,4.176152470823e-01,1.185803279766e-01,2.421270801603e+00
3.619739018535e-01,1.597431484448e-01,4.151168178667e-01,1.173775367404e-01,2.424757210518e+00
3.628714378789e-01,1.603562860889e-01,4.126297903253e-01,1.161812733111e-01,2.428217297935e+00
3.637711993987e-01,1.609702910216e-01,4.101541534910e-01,1.149915590479e-01,2.431651004336e+00
3.646731919312e-01,1.615851619845e-01,4.076899223915e-01,1.138083875662e-01,2.435058470564e+00
3.655774210084e-01,1.622008935503e-01,4.052370887707e-01,1.126317752179e-01,2.438439668165e+00
3.664838921759e-01,1.628174813993e-01,4.027956496496e-01,1.114617320144e-01,2.441794612711e+00
3.673926109931e-01,1.634349234457e-01,4.003656120977e-01,1.102982555695e-01,2.445123404661e+00
3.683035830331e-01,1.640532132822e-01,3.979469611156e-01,1.091413668521e-01,2.448425975704e+00
3.692168138830e-01,1.646723486320e-01,3.955397009833e-01,1.079910641115e-01,2.451702415353e+00
3.701323091437e-01,1.652923264128e-01,3.931438308029e-01,1.068473498290e-01,2.454952778943e+00
3.710500744298e-01,1.659131395399e-01,3.907593308956e-01,1.057102478967e-01,2.458176971002e+00
3.719701153700e-01,1.665347875343e-01,3.883862105208e-01,1.045797463130e-01,2.461375140750e+00
3.728924376071e-01,1.671572654552e-01,3.860244579999e-01,1.034558569870e-01,2.464547268897e+00
3.738170467974e-01,1.677805682780e-01,3.836740609666e-01,1.023385920175e-01,2.467693332755e+00
3.747439486118e-01,1.684046946404e-01,3.813350214691e-01,1.012279436977e-01,2.470813439777e+00
3.756731487349e-01,1.690296385709e-01,3.790073217492e-01,1.001239287921e-01,2.473907529254e+00
3.766046528655e-01,1.696553972105e-01,3.766909560795e-01,9.902654723115e-02,2.476975650205e+00
3.775384667166e-01,1.702819682631e-01,3.743859197879e-01,9.793579581935e-02,2.480017867887e+00
3.784745960151e-01,1.709093446801e-01,3.720921894878e-01,9.685169636442e-02,2.483034079605e+00
3.794130465024e-01,1.715375258700e-01,3.698097654503e-01,9.577423627762e-02,2.486024405111e+00
3.803538239341e-01,1.721665077707e-01,3.675386339938e-01,9.470342119902e-02,2.488988840344e+00
3.812969340800e-01,1.727962845613e-01,3.652787748249e-01,9.363926579544e-02,2.491927319861e+00
3.822423827240e-01,1.734268556673e-01,3.630301853171e-01,9.258175699209e-02,2.494839953404e+00
3.831901756648e-01,1.740582156300e-01,3.607928451464e-01,9.153090718987e-02,2.497726682644e+00
3.841403187150e-01,1.746903609116e-01,3.585667400880e-01,9.048671852005e-02,2.500587511700e+00
3.850928177020e-01,1.753232899519e-01,3.563518614812e-01,8.944918267683e-02,2.503422506538e+00
3.860476784674e-01,1.759569961690e-01,3.541481839845e-01,8.841831730476e-02,2.506231564914e+00
3.870049068675e-01,1.765914784067e-01,3.519556988487e-01,8.739411168659e-02,2.509014759733e+00
3.879645087728e-01,1.772267337233e-01,3.497743907939e-01,8.637656426920e-02,2.511772101349e+00
3.889264900687e-01,1.778627554171e-01,3.476042329615e-01,8.536569270107e-02,2.514503476428e+00
3.898908566550e-01,1.784995437624e-01,3.454452184222e-01,8.436147852335e-02,2.517208992400e+00
3.908576144461e-01,1.791370938865e-01,3.432973245153e-01,8.336392964797e-02,2.519888587981e+00
3.918267693712e-01,1.797754014852e-01,3.411605299235e-01,8.237305085761e-02,2.522542217412e+00
3.927983273742e-01,1.804144657970e-01,3.390348223354e-01,8.138882869973e-02,2.525169942624e+00
3.937722944135e-01,1.810542807826e-01,3.369201746549e-01,8.041127651077e-02,2.527771656231e+00
3.947486764627e-01,1.816948446293e-01,3.348165705553e-01,7.944038593143e-02,2.530347379554e+00
3.957274795097e-01,1.823361554954e-01,3.327239927601e-01,7.847614868059e-02,2.532897128252e+00
3.967087095577e-01,1.829782061341e-01,3.306424101248e-01,7.751858365745e-02,2.535420747801e+00
3.976923726245e-01,1.836209973155e-01,3.285718107862e-01,7.656766910680e-02,2.537918326322e+00
3.986784747429e-01,1.842645249603e-01,3.265121703351e-01,7.562340766380e-02,2.540389798488e+00
3.996670219608e-01,1.849087839187e-01,3.244634616634e-01,7.468580714268e-02,2.542835062962e+00
4.006580203408e-01,1.855537742880e-01,3.224256691556e-01,7.375484893483e-02,2.545254173135e+00
4.016514759608e-01,1.861994906453e-01,3.203987641816e-01,7.283054195244e-02,2.547647010909e+00
4.026473949137e-01,1.868459304380e-01,3.183827241701e-01,7.191288060852e-02,2.550013540650e+00
4.036457833075e-01,1.874930926385e-01,3.163775291306e-01,7.100185166236e-02,2.552353767422e+00
4.046466472652e-01,1.881409705785e-01,3.143831469132e-01,7.009746973030e-02,2.554667523294e+00
4.056499929252e-01,1.887895643897e-01,3.123995589911e-01,6.919971560542e-02,2.556954838477e+00
4.066558264410e-01,1.894388712506e-01,3.104267401688e-01,6.830858463993e-02,2.559215650046e+00
4.076641539814e-01,1.900888850968e-01,3.084646587481e-01,6.742408798835e-02,2.561449794547e+00
4.086749817305e-01,1.907396069424e-01,3.065132961534e-01,6.654620190015e-02,2.563657312737e+00
4.096883158877e-01,1.913910320518e-01,3.045726224491e-01,6.567493077223e-02,2.565838070434e+00
4.107041626678e-01,1.920431570599e-01,3.026426100451e-01,6.481027213138e-02,2.567991968933e+00
4.117225283010e-01,1.926959818138e-01,3.007232365451e-01,6.395220776954e-02,2.570118998441e+00
4.127434190329e-01,1.933495002989e-01,2.988144689936e-01,6.310074790805e-02,2.572218971954e+00
4.137668411247e-01,1.940037119312e-01,2.969162834460e-01,6.225587626154e-02,2.574291856182e+00
4.147928008530e-01,1.946586152568e-01,2.950286538840e-01,6.141758074644e-02,2.576337586642e+00
4.158213045101e-01,1.953142032389e-01,2.931515451237e-01,6.058587609370e-02,2.578355930285e+00
4.168523584037e-01,1.959704778635e-01,2.912849359582e-01,5.976073344563e-02,2.580346911764e+00
4.178859688574e-01,1.966274351527e-01,2.894287953722e-01,5.894215261464e-02,2.582310375843e+00
4.189221422103e-01,1.972850708674e-01,2.875830918815e-01,5.813013450885e-02,2.584246153816e+00
4.199608848172e-01,1.979433857881e-01,2.857478009771e-01,5.732465596517e-02,2.586154217400e+00
4.210022030488e-01,1.986023746276e-01,2.839228890941e-01,5.652572271890e-02,2.588034355281e+00
4.220461032915e-01,1.992620360213e-01,2.821083280101e-01,5.573332170446e-02,2.589886464373e+00
4.230925919475e-01,1.999223695103e-01,2.803040902442e-01,5.494743554808e-02,2.591710461912e+00
4.241416754350e-01,2.005833684675e-01,2.785101399921e-01,5.416807597700e-02,2.593506078493e+00
4.251933601879e-01,2.012450344774e-01,2.767264518689e-01,5.339521582179e-02,2.595273278348e+00
4.262476526564e-01,2.019073648645e-01,2.749529946097e-01,5.262884801277e-02,2.597011894777e+00
4.273045593064e-01,2.025703544670e-01,2.731897338650e-01,5.186897703207e-02,2.598721681273e+00
4.283640866198e-01,2.032340050561e-01,2.714366432826e-01,5.111557479162e-02,2.600402588328e+00
4.294262410949e-01,2.038983121454e-01,2.696936888723e-01,5.036864246813e-02,2.602054375771e+00
4.304910292457e-01,2.045632735371e-01,2.679608391730e-01,4.962817043824e-02,2.603676863695e+00
4.315584576027e-01,2.052288897317e-01,2.662380653229e-01,4.889413651292e-02,2.605269945349e+00
4.326285327125e-01,2.058951548806e-01,2.645253315156e-01,4.816654791724e-02,2.606833318678e+00
4.337012611377e-01,2.065620698193e-01,2.628226087720e-01,4.744538082515e-02,2.608366872846e+00
4.347766494574e-01,2.072296333762e-01,2.611298656653e-01,4.673062072309e-02,2.609870430714e+00
4.358547042671e-01,2.078978394328e-01,2.594470659207e-01,4.602227578393e-02,2.611343659321e+00
4.369354321784e-01,2.085666908067e-01,2.577741815805e-01,4.532031304083e-02,2.612786486377e+00
4.380188398195e-01,2.092361838856e-01,2.561111783923e-01,4.462472905573e-02,2.614198639307e+00
4.391049338348e-01,2.099063156006e-01,2.544580226024e-01,4.393551779331e-02,2.615579853648e+00
4.401937208855e-01,2.105770874718e-01,2.528146841736e-01,4.325265227236e-02,2.616929997021e+00
4.412852076491e-01,2.112484945073e-01,2.511811274329e-01,4.257613513639e-02,2.618248731000e+00
4.423794008196e-01,2.119205367515e-01,2.495573207560e-01,4.190594607746e-02,2.619535862968e+00
4.434763071078e-01,2.125932144019e-01,2.479432323065e-01,4.124206414387e-02,2.620791198213e+00
4.445759332410e-01,2.132665210663e-01,2.463388252583e-01,4.058449807882e-02,2.622014329651e+00
4.456782859633e-01,2.139404599627e-01,2.447440697322e-01,3.993321325803e-02,2.623205140397e+00
4.467833720353e-01,2.146150286597e-01,2.431589315206e-01,3.928820053439e-02,2.624363330512e+00
4.478911982345e-01,2.152902231955e-01,2.415833754386e-01,3.864945752868e-02,2.625488542634e+00
4.490017713554e-01,2.159660461694e-01,2.400173704406e-01,3.801695250582e-02,2.626580618674e+00
4.501150982090e-01,2.166424935250e-01,2.384608810969e-01,3.739068346303e-02,2.627639181542e+00
4.512311856234e-01,2.173195644897e-01,2.369138739971e-01,3.677063370747e-02,2.628663949663e+00
4.523500404435e-01,2.179972603221e-01,2.353763166786e-01,3.615677757700e-02,2.629654699505e+00
4.534716695314e-01,2.186755755583e-01,2.338481729136e-01,3.554911915788e-02,2.630610980996e+00
4.545960797660e-01,2.193545126689e-01,2.323294106914e-01,3.494762743313e-02,2.631532593250e+00
4.557232780432e-01,2.200340708771e-01,2.308199960733e-01,3.435228579102e-02,2.632419222186e+00
4.568532712762e-01,2.207142453249e-01,2.293198932256e-01,3.376309549747e-02,2.633270408765e+00
4.579860663954e-01,2.213950397494e-01,2.278290702212e-01,3.318002011734e-02,2.634085971004e+00
4.591216703480e-01,2.220764511093e-01,2.263474919499e-01,3.260305295109e-02,2.634865492678e+00
4.602600900988e-01,2.227584778068e-01,2.248751239947e-01,3.203218093922e-02,2.635608595799e+00
4.614013326298e-01,2.234411222260e-01,2.234119333639e-01,3.146737373948e-02,2.636315029930e+00
4.625454049401e-01,2.241243799170e-01,2.219578844814e-01,3.090863070636e-02,2.636984301594e+00
4.636923140465e-01,2.248082525901e-01,2.205129439768e-01,3.035592447817e-02,2.637616119856e+00
4.648420669828e-01,2.254927412189e-01,2.190770780243e-01,2.980923098254e-02,2.638210161412e+00
4.659946708006e-01,2.261778400652e-01,2.176502508532e-01,2.926855503899e-02,2.638765856584e+00
4.671501325688e-01,2.268635540620e-01,2.162324297362e-01,2.873385558288e-02,2.639283003572e+00
4.683084593738e-01,2.275498812632e-01,2.148235799232e-01,2.820512118234e-02,2.639761148761e+00
4.694696583196e-01,2.282368192577e-01,2.134236666957e-01,2.768234234947e-02,2.640199810284e+00
4.706337365280e-01,2.289243716186e-01,2.120326565883e-01,2.716548410906e-02,2.640598715063e+00
4.718007011382e-01,2.296125349974e-01,2.106505146939e-01,2.665454102359e-02,2.640957328172e+00
4.729705593072e-01,2.303013103505e-01,2.092772069793e-01,2.614948935571e-02,2.641275262702e+00
4.741433182098e-01,2.309906998820e-01,2.079126994714e-01,2.565030019151e-02,2.641552171235e+00
4.753189850385e-01,2.316806988375e-01,2.065569573287e-01,2.515697403206e-02,2.641787433872e+00
4.764975670038e-01,2.323713115769e-01,2.052099468397e-01,2.466947297086e-02,2.641980766460e+00
4.776790713337e-01,2.330625379388e-01,2.038716336892e-01,2.418777825851e-02,2.642131705421e+00
4.788635052746e-01,2.337543747322e-01,2.025419834963e-01,2.371188383572e-02,2.642239657880e+00
4.800508760906e-01,2.344468267821e-01,2.012209623328e-01,2.324175016054e-02,2.642304335085e+00
4.812411910639e-01,2.351398919295e-01,1.999085359397e-01,2.277736695959e-02,2.642325165381e+00
